order_id,customer_name,product,amount,region,timestamp
152,Robert Tucker,Socks,621.27,Africa,2026-05-31 12:46:46.221250
153,Alyssa Bright,Shirt,931.29,Oceania,2026-05-31 12:46:46.232351
154,Tom Reid MD,Socks,375.56,South America,2026-05-31 12:46:46.244947
155,Stacey Alexander,Shirt,96.59,Oceania,2026-05-31 12:46:46.256295
156,Megan Jones,Shirt,861.9,Asia,2026-05-31 12:46:46.268062
157,Michael Patrick,Shirt,682.79,Asia,2026-05-31 12:46:46.279722
158,Shawn Wilson,Socks,565.69,Oceania,2026-05-31 12:46:46.290947
159,Sara Zhang,Skirt,931.47,Oceania,2026-05-31 12:46:46.302287
160,Zoe Williams,Socks,477.92,South America,2026-05-31 12:46:46.313186
161,Elizabeth Krause,Socks,63.3,Africa,2026-05-31 12:46:46.324035
162,Christopher Montoya,Scarf,223.09,Oceania,2026-05-31 12:46:46.335037
163,Zoe Hansen,Dress,642.71,North America,2026-05-31 12:46:46.346095
164,Heather Hammond,Gloves,587.73,South America,2026-05-31 12:46:46.356873
165,Laura Friedman,Socks,749.16,Asia,2026-05-31 12:46:46.367894
166,Caleb Cook,Coat,965.8,North America,2026-05-31 12:46:46.378673
167,Aimee Peterson,Gloves,653.86,South America,2026-05-31 12:46:46.389415
168,Kari Taylor,Jeans,913.25,Europe,2026-05-31 12:46:46.400118
169,Lauren Baker,Skirt,231.4,North America,2026-05-31 12:46:46.410807
170,David Miller,Scarf,826.9,Oceania,2026-05-31 12:46:46.421560
171,Philip Clayton,Coat,760.23,Oceania,2026-05-31 12:46:46.432256
172,Amanda Greene,Blouse,888.74,Oceania,2026-05-31 12:46:46.442861
173,Jennifer Bautista,Gloves,945.53,North America,2026-05-31 12:46:46.453538
174,Kevin Francis,Scarf,689.73,South America,2026-05-31 12:46:46.464249
175,Katelyn Pruitt,Gloves,208.14,South America,2026-05-31 12:46:46.475271
176,Dustin Johnson,Hat,991.31,Asia,2026-05-31 12:46:46.486050
177,Ryan Harper,Socks,757.18,Oceania,2026-05-31 12:46:46.496711
178,Brooke Parks,Jeans,731.32,Africa,2026-05-31 12:46:46.507940
179,Maria Morales,Blouse,835.96,Africa,2026-05-31 12:46:46.518884
180,Michael Smith,Skirt,408.58,North America,2026-05-31 12:46:46.529616
181,Justin Leonard,Dress,222.69,South America,2026-05-31 12:46:46.540460
182,Tammy Scott,Dress,192.28,Europe,2026-05-31 12:46:46.551502
183,Angela Martin,Skirt,529.98,Europe,2026-05-31 12:46:46.562648
184,Michael Phillips,Jeans,780.84,North America,2026-05-31 12:46:46.573708
185,David Guerra,Dress,943.62,Africa,2026-05-31 12:46:46.584419
186,Teresa Bell,Socks,386.63,Africa,2026-05-31 12:46:46.595275
187,Alan Terry,Coat,287.22,North America,2026-05-31 12:46:46.606200
188,Katie Petersen,Coat,667.63,Africa,2026-05-31 12:46:46.617254
189,Aaron Shah,Blouse,300.63,Africa,2026-05-31 12:46:46.627940
190,Annette Jackson,Blouse,879.69,Oceania,2026-05-31 12:46:46.638703
191,Amber Quinn,Scarf,751.5,Europe,2026-05-31 12:46:46.649455
192,Kevin Marks,Jeans,238.7,Africa,2026-05-31 12:46:46.660636
193,Felicia Brock,Skirt,145.54,Africa,2026-05-31 12:46:46.671413
194,Daniel Edwards,Scarf,773.75,South America,2026-05-31 12:46:46.681981
195,Mariah Estes,Blouse,486.86,Africa,2026-05-31 12:46:46.692940
196,Elizabeth Williams,Jeans,230.83,Europe,2026-05-31 12:46:46.703790
197,Mrs. Barbara Nunez DDS,Socks,46.73,Europe,2026-05-31 12:46:46.714902
198,Ryan James,Gloves,667.2,Asia,2026-05-31 12:46:46.725955
199,Yolanda Carr,Coat,145.53,South America,2026-05-31 12:46:46.737016
200,Danielle Morris,Socks,714.33,North America,2026-05-31 12:46:46.747627
201,Jared Graham,Gloves,733.27,South America,2026-05-31 12:46:46.758137
202,Christopher Lynch,Dress,338.93,South America,2026-05-31 12:46:46.768811
203,Monica Ingram,Socks,456.63,South America,2026-05-31 12:46:46.779824
204,Michael Hernandez,Jeans,314.46,Oceania,2026-05-31 12:46:46.790693
205,James Humphrey,Scarf,797.69,North America,2026-05-31 12:46:46.801651
206,Bradley Moreno,Jeans,747.37,South America,2026-05-31 12:46:46.812760
207,Chelsea Ray,Skirt,896.87,South America,2026-05-31 12:46:46.824003
208,Sheila Beard,Gloves,241.63,Africa,2026-05-31 12:46:46.835070
209,James Webster,Dress,13.97,Africa,2026-05-31 12:46:46.846197
210,Kimberly Russell,Scarf,144.56,Africa,2026-05-31 12:46:46.857381
211,Terry Rosales,Shirt,956.3,South America,2026-05-31 12:46:46.868292
212,Evelyn Burke,Gloves,253.02,Asia,2026-05-31 12:46:46.879026
213,Ashley Frazier,Socks,774.44,Oceania,2026-05-31 12:46:46.889632
214,Lindsey Walters,Gloves,964.09,Oceania,2026-05-31 12:46:46.900388
215,Amy Campbell,Scarf,465.54,South America,2026-05-31 12:46:46.911054
216,Alyssa Massey,Socks,899.21,South America,2026-05-31 12:46:46.922266
217,Lisa Smith,Skirt,396.03,Asia,2026-05-31 12:46:46.934014
218,David Smith,Hat,324.82,North America,2026-05-31 12:46:46.946371
219,Elizabeth Scott,Hat,127.01,North America,2026-05-31 12:46:46.957481
220,Danielle Snyder,Jeans,722.98,Africa,2026-05-31 12:46:46.968764
221,Nancy Kirby,Skirt,662.34,North America,2026-05-31 12:46:46.980144
222,Richard Richardson,Jeans,712.15,North America,2026-05-31 12:46:46.991768
223,Tracy Acevedo,Shirt,744.98,Oceania,2026-05-31 12:46:47.003151
224,Leah Preston,Gloves,623.07,Asia,2026-05-31 12:46:47.014100
225,Jordan Roberts,Socks,468.75,Oceania,2026-05-31 12:46:47.025038
226,Kelly Klein,Coat,389.4,Oceania,2026-05-31 12:46:47.036423
227,Adam Cook,Coat,285.35,Oceania,2026-05-31 12:46:47.047448
228,Paul Thomas,Skirt,210.83,Asia,2026-05-31 12:46:47.058484
229,Elizabeth Cruz,Blouse,333.45,North America,2026-05-31 12:46:47.069148
230,Eric Adams,Skirt,453.73,Asia,2026-05-31 12:46:47.080106
231,Michael Garcia,Scarf,400.51,Asia,2026-05-31 12:46:47.090852
232,Cynthia Wilson,Shirt,890.61,South America,2026-05-31 12:46:47.101975
233,Brittney Salas,Coat,428.38,Oceania,2026-05-31 12:46:47.112626
234,Laura Carter,Shirt,101.29,Africa,2026-05-31 12:46:47.123654
235,Carl Neal,Socks,930.45,Europe,2026-05-31 12:46:47.134673
236,Shannon Jimenez,Jeans,37.05,Europe,2026-05-31 12:46:47.145379
237,Kelly Robertson,Gloves,158.29,Oceania,2026-05-31 12:46:47.155987
238,Christopher Rogers,Jeans,916.99,Asia,2026-05-31 12:46:47.166554
239,Tammy Greene,Scarf,690.07,North America,2026-05-31 12:46:47.177177
240,Darrell Garcia,Shirt,408.17,North America,2026-05-31 12:46:47.187812
241,Sylvia Bender,Skirt,864.81,Africa,2026-05-31 12:46:47.198432
242,Leslie Franklin,Skirt,693.59,Europe,2026-05-31 12:46:47.209112
243,Amber Villegas,Scarf,489.74,Oceania,2026-05-31 12:46:47.219901
244,Andre Brown,Dress,183.64,North America,2026-05-31 12:46:47.230864
245,Elizabeth Ramirez,Coat,359.65,Asia,2026-05-31 12:46:47.241581
246,Andrew Pruitt,Shirt,570.43,Europe,2026-05-31 12:46:47.252698
247,Joel Moore,Hat,870.1,Africa,2026-05-31 12:46:47.263675
248,Mrs. Katelyn Wright,Skirt,358.13,Europe,2026-05-31 12:46:47.274252
249,Jamie Wade,Shirt,597.8,Oceania,2026-05-31 12:46:47.284904
250,Lisa Cole,Skirt,752.8,South America,2026-05-31 12:46:47.296205
251,Arthur Spencer,Jeans,207.83,Oceania,2026-05-31 12:46:47.307043
252,Miss Cheryl Mcintyre,Blouse,665.94,Asia,2026-05-31 12:46:47.318084
253,Daisy Byrd,Scarf,954.92,North America,2026-05-31 12:46:47.329143
254,Brittany Houston,Blouse,54.22,South America,2026-05-31 12:46:47.340137
255,Lisa Franklin,Scarf,12.24,North America,2026-05-31 12:46:47.350809
256,Deborah Fuller,Coat,22.19,North America,2026-05-31 12:46:47.361832
257,John Crawford,Coat,200.81,North America,2026-05-31 12:46:47.372513
258,Raymond Oneal,Dress,986.41,Africa,2026-05-31 12:46:47.383266
259,Randy Weeks,Blouse,91.03,South America,2026-05-31 12:46:47.394041
260,Victor Arnold,Socks,586.97,Africa,2026-05-31 12:46:47.405127
261,David Nelson,Coat,482.0,Oceania,2026-05-31 12:46:47.415832
262,Randy Gilbert,Coat,874.43,Asia,2026-05-31 12:46:47.426781
263,Barbara Douglas,Coat,713.83,North America,2026-05-31 12:46:47.438151
264,Kelly Miller,Socks,173.99,South America,2026-05-31 12:46:47.449136
265,Ryan Mays,Coat,900.82,Oceania,2026-05-31 12:46:47.459697
266,Kristina Huerta,Dress,43.44,Africa,2026-05-31 12:46:47.470647
267,Jennifer Clark,Dress,573.04,Africa,2026-05-31 12:46:47.481742
268,Robert Lopez,Dress,132.26,Asia,2026-05-31 12:46:47.492739
269,James Garcia,Dress,935.53,Europe,2026-05-31 12:46:47.503876
270,Theresa Jackson,Scarf,623.23,North America,2026-05-31 12:46:47.515049
271,Amy Clayton,Jeans,430.83,Oceania,2026-05-31 12:46:47.525982
272,Stephen Spears,Blouse,958.37,North America,2026-05-31 12:46:47.537101
273,Pamela Clark,Dress,687.22,Oceania,2026-05-31 12:46:47.547960
274,Kevin Foley,Coat,654.27,North America,2026-05-31 12:46:47.558706
275,Jennifer Gates,Hat,281.77,South America,2026-05-31 12:46:47.569752
276,Christina Miller,Coat,11.46,Asia,2026-05-31 12:46:47.580454
277,Ryan Page,Scarf,516.16,Oceania,2026-05-31 12:46:47.591672
278,Alan Hoffman,Shirt,278.97,South America,2026-05-31 12:46:47.602531
279,Stephanie Smith,Skirt,992.68,North America,2026-05-31 12:46:47.613361
280,Timothy Martinez,Gloves,321.43,Asia,2026-05-31 12:46:47.624168
281,Andrea Meadows,Shirt,540.69,South America,2026-05-31 12:46:47.635205
282,Tracy Kidd,Hat,786.58,North America,2026-05-31 12:46:47.645906
283,Pamela Williams,Blouse,585.79,South America,2026-05-31 12:46:47.656580
284,Sheri Jacobs,Shirt,769.19,South America,2026-05-31 12:46:47.667155
285,James Rose,Jeans,534.81,Africa,2026-05-31 12:46:47.678319
286,Tammie Martinez,Skirt,581.99,Asia,2026-05-31 12:46:47.689136
287,Roberto Douglas,Coat,401.85,South America,2026-05-31 12:46:47.699731
288,William Escobar,Coat,281.48,Oceania,2026-05-31 12:46:47.710248
289,Mark Williams,Skirt,833.16,Oceania,2026-05-31 12:46:47.720930
290,Lisa Thornton,Scarf,328.57,South America,2026-05-31 12:46:47.731666
291,Maria Williamson,Skirt,803.98,Europe,2026-05-31 12:46:47.742758
292,Darrell Yates,Skirt,690.2,Oceania,2026-05-31 12:46:47.753817
293,Mary Johnson,Gloves,286.3,Asia,2026-05-31 12:46:47.764930
294,Amber Mosley,Skirt,887.33,Oceania,2026-05-31 12:46:47.775940
295,Megan Waters,Socks,422.61,South America,2026-05-31 12:46:47.786993
296,Daniel Espinoza,Blouse,769.81,Oceania,2026-05-31 12:46:47.797697
297,Christy Chavez,Skirt,174.98,South America,2026-05-31 12:46:47.808727
298,Robert Bates,Scarf,484.85,Africa,2026-05-31 12:46:47.819763
299,Louis Hernandez,Scarf,274.29,Africa,2026-05-31 12:46:47.830448
300,Angela Long,Socks,479.76,Europe,2026-05-31 12:46:47.841448
301,Christine Zuniga,Gloves,190.72,Europe,2026-05-31 12:46:47.852135
302,Erica Cox,Scarf,46.39,North America,2026-05-31 12:46:47.862677
303,Sherry Murphy,Hat,409.24,Africa,2026-05-31 12:46:47.873638
304,Karen Adams,Coat,188.55,Oceania,2026-05-31 12:46:47.884656
305,Nancy Rivera,Dress,726.69,Oceania,2026-05-31 12:46:47.895287
306,Amy Keith,Socks,479.71,Asia,2026-05-31 12:46:47.906341
307,Brianna Rogers,Scarf,21.36,North America,2026-05-31 12:46:47.916931
308,Nicholas Dawson,Blouse,414.61,Africa,2026-05-31 12:46:47.927687
309,Andrea Yu,Gloves,328.34,Africa,2026-05-31 12:46:47.938819
310,Cheryl Galvan,Gloves,592.16,Africa,2026-05-31 12:46:47.949607
311,Erica Parker,Socks,259.56,Asia,2026-05-31 12:46:47.960190
312,Christopher Martinez,Shirt,265.5,Oceania,2026-05-31 12:46:47.971130
313,Zachary Novak,Skirt,117.91,Africa,2026-05-31 12:46:47.981673
314,Lynn Mitchell,Shirt,775.44,Europe,2026-05-31 12:46:47.992441
315,Colleen Kim,Coat,555.56,Africa,2026-05-31 12:46:48.003071
316,Lisa Bartlett,Jeans,559.08,South America,2026-05-31 12:46:48.013708
317,Joel Perez,Coat,387.33,Asia,2026-05-31 12:46:48.024432
318,Rachel Todd,Socks,506.28,North America,2026-05-31 12:46:48.035569
319,Lauren Martinez,Hat,693.89,Africa,2026-05-31 12:46:48.046946
320,Nicole Norton,Skirt,459.08,Europe,2026-05-31 12:46:48.058386
321,Michael Morris,Socks,204.96,Oceania,2026-05-31 12:46:48.069148
322,Catherine Delgado,Shirt,275.26,Africa,2026-05-31 12:46:48.080065
323,Rebecca Hogan,Hat,257.9,Europe,2026-05-31 12:46:48.090790
324,Kristen Pennington,Shirt,205.35,Asia,2026-05-31 12:46:48.101581
325,James White,Gloves,437.07,Oceania,2026-05-31 12:46:48.112244
326,Jason Tapia,Socks,563.77,Africa,2026-05-31 12:46:48.122986
327,Eric Boyd,Blouse,953.88,North America,2026-05-31 12:46:48.133902
328,Kelly Rodriguez,Skirt,565.71,Africa,2026-05-31 12:46:48.144467
329,Stacy Marquez,Dress,690.88,Asia,2026-05-31 12:46:48.155232
330,Deborah Glover,Skirt,672.73,Asia,2026-05-31 12:46:48.165920
331,Richard Andrews,Gloves,105.33,Europe,2026-05-31 12:46:48.176494
332,Stacey Williams,Hat,939.11,Oceania,2026-05-31 12:46:48.187209
333,Amanda Scott,Gloves,999.49,Asia,2026-05-31 12:46:48.197811
334,Laura Harris,Blouse,178.47,Asia,2026-05-31 12:46:48.208476
335,Dawn Turner,Socks,170.1,Europe,2026-05-31 12:46:48.219085
336,Michelle Valdez,Coat,33.85,Asia,2026-05-31 12:46:48.229711
337,Sarah Jennings,Gloves,28.31,North America,2026-05-31 12:46:48.240459
338,Stacy Crawford,Jeans,588.59,Asia,2026-05-31 12:46:48.251511
339,Erin Weiss,Hat,603.53,Oceania,2026-05-31 12:46:48.262317
340,Melvin Morales,Coat,583.97,South America,2026-05-31 12:46:48.272945
341,James Parsons,Jeans,488.26,North America,2026-05-31 12:46:48.283551
342,Steven Garrett,Socks,697.74,Asia,2026-05-31 12:46:48.294560
343,Travis Garcia,Skirt,547.07,North America,2026-05-31 12:46:48.305188
344,Adam Walton,Skirt,361.36,Africa,2026-05-31 12:46:48.315842
345,Ryan Henderson,Hat,315.26,Europe,2026-05-31 12:46:48.326727
346,Elizabeth Brown,Skirt,692.65,South America,2026-05-31 12:46:48.337795
347,Kyle Curry,Skirt,588.65,Asia,2026-05-31 12:46:48.348914
348,Jennifer Jacobs,Shirt,438.43,South America,2026-05-31 12:46:48.360089
349,Kimberly Lopez,Scarf,145.82,Europe,2026-05-31 12:46:48.371244
350,Mary Mccarty,Jeans,204.27,Africa,2026-05-31 12:46:48.382259
351,Tanya Beasley,Socks,200.23,Asia,2026-05-31 12:46:48.392946
352,Andrea White,Coat,927.98,Oceania,2026-05-31 12:46:48.403971
353,Gregory Barrera,Shirt,279.41,North America,2026-05-31 12:46:48.414973
354,Mindy Williams,Jeans,781.85,Europe,2026-05-31 12:46:48.425653
355,Mike Myers,Socks,610.06,Europe,2026-05-31 12:46:48.436364
356,Brittany Patterson,Shirt,832.43,North America,2026-05-31 12:46:48.447525
357,Ethan Harper,Jeans,868.85,Europe,2026-05-31 12:46:48.458583
358,Alex Lee,Coat,251.33,Europe,2026-05-31 12:46:48.469277
359,Martha Gutierrez,Gloves,588.78,South America,2026-05-31 12:46:48.480384
